model,prompt,project,run,requests,total_runtime_sec,avg_runtime_sec_per_request,source_file
deepseek-v4-flash,prompt3_pairwise,clover,2,77,83.8938,1.0895298701298701,../Result/deepseek_v4_flash_prompt3_pairwise_v7/clover_deepseek_v4_flash_prompt3_pairwise_v7.csv
deepseek-v4-flash,prompt3_pairwise,clover,3,77,79.48579999999998,1.0322831168831166,../Result/deepseek_v4_flash_prompt3_pairwise_v7/clover_deepseek_v4_flash_prompt3_pairwise_v7.csv
deepseek-v4-flash,prompt3_pairwise,clover,4,77,77.8178,1.0106207792207793,../Result/deepseek_v4_flash_prompt3_pairwise_v7/clover_deepseek_v4_flash_prompt3_pairwise_v7.csv
deepseek-v4-flash,prompt3_pairwise,clover,5,77,79.2713,1.0294974025974026,../Result/deepseek_v4_flash_prompt3_pairwise_v7/clover_deepseek_v4_flash_prompt3_pairwise_v7.csv
deepseek-v4-flash,prompt3_pairwise,datamanagement,1,934,960.7963000000001,1.0286898286937902,../Result/deepseek_v4_flash_prompt3_pairwise_v7/datamanagement_deepseek_v4_flash_prompt3_pairwise_v7.csv
deepseek-v4-flash,prompt3_pairwise,datamanagement,2,934,955.5739,1.0230983940042826,../Result/deepseek_v4_flash_prompt3_pairwise_v7/datamanagement_deepseek_v4_flash_prompt3_pairwise_v7.csv
deepseek-v4-flash,prompt3_pairwise,datamanagement,3,934,954.281,1.0217141327623125,../Result/deepseek_v4_flash_prompt3_pairwise_v7/datamanagement_deepseek_v4_flash_prompt3_pairwise_v7.csv
deepseek-v4-flash,prompt3_pairwise,datamanagement,4,934,967.3834,1.035742398286938,../Result/deepseek_v4_flash_prompt3_pairwise_v7/datamanagement_deepseek_v4_flash_prompt3_pairwise_v7.csv
deepseek-v4-flash,prompt3_pairwise,datamanagement,5,934,959.0427999999999,1.026812419700214,../Result/deepseek_v4_flash_prompt3_pairwise_v7/datamanagement_deepseek_v4_flash_prompt3_pairwise_v7.csv
deepseek-v4-flash,prompt3_pairwise,duracloud,1,134,139.17469999999997,1.0386171641791042,../Result/deepseek_v4_flash_prompt3_pairwise_v7/duracloud_deepseek_v4_flash_prompt3_pairwise_v7.csv
deepseek-v4-flash,prompt3_pairwise,duracloud,2,134,141.49269999999999,1.055915671641791,../Result/deepseek_v4_flash_prompt3_pairwise_v7/duracloud_deepseek_v4_flash_prompt3_pairwise_v7.csv
deepseek-v4-flash,prompt3_pairwise,duracloud,3,134,134.91590000000002,1.006835074626866,../Result/deepseek_v4_flash_prompt3_pairwise_v7/duracloud_deepseek_v4_flash_prompt3_pairwise_v7.csv
deepseek-v4-flash,prompt3_pairwise,duracloud,4,134,141.80829999999997,1.0582708955223878,../Result/deepseek_v4_flash_prompt3_pairwise_v7/duracloud_deepseek_v4_flash_prompt3_pairwise_v7.csv
deepseek-v4-flash,prompt3_pairwise,duracloud,5,134,139.3895,1.0402201492537313,../Result/deepseek_v4_flash_prompt3_pairwise_v7/duracloud_deepseek_v4_flash_prompt3_pairwise_v7.csv
deepseek-v4-flash,prompt3_pairwise,jirasoftware_filtered,1,65,66.79870000000001,1.0276723076923078,../Result/deepseek_v4_flash_prompt3_pairwise_v7/jirasoftware_filtered_deepseek_v4_flash_prompt3_pairwise_v7.csv
deepseek-v4-flash,prompt3_pairwise,jirasoftware_filtered,2,65,66.5643,1.024066153846154,../Result/deepseek_v4_flash_prompt3_pairwise_v7/jirasoftware_filtered_deepseek_v4_flash_prompt3_pairwise_v7.csv
deepseek-v4-flash,prompt3_pairwise,jirasoftware_filtered,3,65,66.62140000000001,1.0249446153846156,../Result/deepseek_v4_flash_prompt3_pairwise_v7/jirasoftware_filtered_deepseek_v4_flash_prompt3_pairwise_v7.csv
deepseek-v4-flash,prompt3_pairwise,jirasoftware_filtered,4,65,67.2003,1.0338507692307692,../Result/deepseek_v4_flash_prompt3_pairwise_v7/jirasoftware_filtered_deepseek_v4_flash_prompt3_pairwise_v7.csv
deepseek-v4-flash,prompt3_pairwise,jirasoftware_filtered,5,65,68.69200000000001,1.0568000000000002,../Result/deepseek_v4_flash_prompt3_pairwise_v7/jirasoftware_filtered_deepseek_v4_flash_prompt3_pairwise_v7.csv
deepseek-v4-flash,prompt3_pairwise,mesos,1,336,351.5485,1.0462752976190477,../Result/deepseek_v4_flash_prompt3_pairwise_v7/mesos_deepseek_v4_flash_prompt3_pairwise_v7.csv
deepseek-v4-flash,prompt3_pairwise,mesos,2,336,343.7685,1.0231205357142859,../Result/deepseek_v4_flash_prompt3_pairwise_v7/mesos_deepseek_v4_flash_prompt3_pairwise_v7.csv
deepseek-v4-flash,prompt3_pairwise,mesos,3,336,358.3576,1.0665404761904762,../Result/deepseek_v4_flash_prompt3_pairwise_v7/mesos_deepseek_v4_flash_prompt3_pairwise_v7.csv
deepseek-v4-flash,prompt3_pairwise,mesos,4,336,349.20799999999997,1.0393095238095238,../Result/deepseek_v4_flash_prompt3_pairwise_v7/mesos_deepseek_v4_flash_prompt3_pairwise_v7.csv
deepseek-v4-flash,prompt3_pairwise,mesos,5,336,344.0548,1.023972619047619,../Result/deepseek_v4_flash_prompt3_pairwise_v7/mesos_deepseek_v4_flash_prompt3_pairwise_v7.csv
deepseek-v4-flash,prompt3_pairwise,moodle,1,234,238.60999999999999,1.0197008547008546,../Result/deepseek_v4_flash_prompt3_pairwise_v7/moodle_deepseek_v4_flash_prompt3_pairwise_v7.csv
deepseek-v4-flash,prompt3_pairwise,moodle,2,234,233.37219999999996,0.9973170940170939,../Result/deepseek_v4_flash_prompt3_pairwise_v7/moodle_deepseek_v4_flash_prompt3_pairwise_v7.csv
deepseek-v4-flash,prompt3_pairwise,moodle,3,234,234.97660000000002,1.0041735042735043,../Result/deepseek_v4_flash_prompt3_pairwise_v7/moodle_deepseek_v4_flash_prompt3_pairwise_v7.csv
deepseek-v4-flash,prompt3_pairwise,moodle,4,234,233.781,0.9990641025641026,../Result/deepseek_v4_flash_prompt3_pairwise_v7/moodle_deepseek_v4_flash_prompt3_pairwise_v7.csv
deepseek-v4-flash,prompt3_pairwise,moodle,5,234,235.7608,1.0075247863247863,../Result/deepseek_v4_flash_prompt3_pairwise_v7/moodle_deepseek_v4_flash_prompt3_pairwise_v7.csv
deepseek-v4-flash,prompt3_pairwise,mule,1,178,179.4973,1.0084117977528089,../Result/deepseek_v4_flash_prompt3_pairwise_v7/mule_deepseek_v4_flash_prompt3_pairwise_v7.csv
deepseek-v4-flash,prompt3_pairwise,mule,2,178,181.31310000000002,1.0186129213483148,../Result/deepseek_v4_flash_prompt3_pairwise_v7/mule_deepseek_v4_flash_prompt3_pairwise_v7.csv
deepseek-v4-flash,prompt3_pairwise,mule,3,178,174.0587,0.9778578651685392,../Result/deepseek_v4_flash_prompt3_pairwise_v7/mule_deepseek_v4_flash_prompt3_pairwise_v7.csv
deepseek-v4-flash,prompt3_pairwise,mule,4,178,182.10340000000002,1.0230528089887643,../Result/deepseek_v4_flash_prompt3_pairwise_v7/mule_deepseek_v4_flash_prompt3_pairwise_v7.csv
deepseek-v4-flash,prompt3_pairwise,mule,5,178,178.5609,1.0031511235955057,../Result/deepseek_v4_flash_prompt3_pairwise_v7/mule_deepseek_v4_flash_prompt3_pairwise_v7.csv
deepseek-v4-flash,prompt3_pairwise,mulestudio,1,147,143.3373,0.9750836734693877,../Result/deepseek_v4_flash_prompt3_pairwise_v7/mulestudio_deepseek_v4_flash_prompt3_pairwise_v7.csv
deepseek-v4-flash,prompt3_pairwise,mulestudio,2,147,146.6952,0.9979265306122449,../Result/deepseek_v4_flash_prompt3_pairwise_v7/mulestudio_deepseek_v4_flash_prompt3_pairwise_v7.csv
deepseek-v4-flash,prompt3_pairwise,mulestudio,3,147,145.4162,0.9892258503401361,../Result/deepseek_v4_flash_prompt3_pairwise_v7/mulestudio_deepseek_v4_flash_prompt3_pairwise_v7.csv
deepseek-v4-flash,prompt3_pairwise,mulestudio,4,147,140.7539,0.9575095238095237,../Result/deepseek_v4_flash_prompt3_pairwise_v7/mulestudio_deepseek_v4_flash_prompt3_pairwise_v7.csv
deepseek-v4-flash,prompt3_pairwise,mulestudio,5,147,147.80960000000002,1.0055074829931974,../Result/deepseek_v4_flash_prompt3_pairwise_v7/mulestudio_deepseek_v4_flash_prompt3_pairwise_v7.csv
deepseek-v4-flash,prompt3_pairwise,springxd,1,706,700.3467,0.9919924929178471,../Result/deepseek_v4_flash_prompt3_pairwise_v7/springxd_deepseek_v4_flash_prompt3_pairwise_v7.csv
deepseek-v4-flash,prompt3_pairwise,springxd,2,706,681.3913,0.9651434844192635,../Result/deepseek_v4_flash_prompt3_pairwise_v7/springxd_deepseek_v4_flash_prompt3_pairwise_v7.csv
deepseek-v4-flash,prompt3_pairwise,springxd,3,706,668.2455,0.9465233711048159,../Result/deepseek_v4_flash_prompt3_pairwise_v7/springxd_deepseek_v4_flash_prompt3_pairwise_v7.csv
deepseek-v4-flash,prompt3_pairwise,springxd,4,706,672.1717000000001,0.9520845609065157,../Result/deepseek_v4_flash_prompt3_pairwise_v7/springxd_deepseek_v4_flash_prompt3_pairwise_v7.csv
deepseek-v4-flash,prompt3_pairwise,springxd,5,706,666.173,0.9435878186968839,../Result/deepseek_v4_flash_prompt3_pairwise_v7/springxd_deepseek_v4_flash_prompt3_pairwise_v7.csv
deepseek-v4-flash,prompt3_pairwise,talenddataquality,1,277,267.8881,0.9671050541516246,../Result/deepseek_v4_flash_prompt3_pairwise_v7/talenddataquality_deepseek_v4_flash_prompt3_pairwise_v7.csv
deepseek-v4-flash,prompt3_pairwise,talenddataquality,2,277,261.67229999999995,0.9446653429602886,../Result/deepseek_v4_flash_prompt3_pairwise_v7/talenddataquality_deepseek_v4_flash_prompt3_pairwise_v7.csv
deepseek-v4-flash,prompt3_pairwise,talenddataquality,3,277,260.82360000000006,0.9416014440433215,../Result/deepseek_v4_flash_prompt3_pairwise_v7/talenddataquality_deepseek_v4_flash_prompt3_pairwise_v7.csv
deepseek-v4-flash,prompt3_pairwise,talenddataquality,4,277,257.5142,0.9296541516245488,../Result/deepseek_v4_flash_prompt3_pairwise_v7/talenddataquality_deepseek_v4_flash_prompt3_pairwise_v7.csv
deepseek-v4-flash,prompt3_pairwise,talenddataquality,5,277,257.5547,0.9298003610108304,../Result/deepseek_v4_flash_prompt3_pairwise_v7/talenddataquality_deepseek_v4_flash_prompt3_pairwise_v7.csv
deepseek-v4-flash,prompt3_pairwise,talendesb,1,174,164.8446,0.9473827586206898,../Result/deepseek_v4_flash_prompt3_pairwise_v7/talendesb_deepseek_v4_flash_prompt3_pairwise_v7.csv
deepseek-v4-flash,prompt3_pairwise,talendesb,2,174,159.8091,0.9184431034482758,../Result/deepseek_v4_flash_prompt3_pairwise_v7/talendesb_deepseek_v4_flash_prompt3_pairwise_v7.csv
deepseek-v4-flash,prompt3_pairwise,talendesb,3,174,160.4809,0.9223040229885057,../Result/deepseek_v4_flash_prompt3_pairwise_v7/talendesb_deepseek_v4_flash_prompt3_pairwise_v7.csv
deepseek-v4-flash,prompt3_pairwise,talendesb,4,174,163.3345,0.9387040229885057,../Result/deepseek_v4_flash_prompt3_pairwise_v7/talendesb_deepseek_v4_flash_prompt3_pairwise_v7.csv
deepseek-v4-flash,prompt3_pairwise,talendesb,5,174,163.5618,0.9400103448275863,../Result/deepseek_v4_flash_prompt3_pairwise_v7/talendesb_deepseek_v4_flash_prompt3_pairwise_v7.csv
deepseek-v4-flash,prompt3_pairwise,titanium,1,451,415.6167,0.9215447893569845,../Result/deepseek_v4_flash_prompt3_pairwise_v7/titanium_deepseek_v4_flash_prompt3_pairwise_v7.csv
deepseek-v4-flash,prompt3_pairwise,titanium,2,451,411.8745,0.9132472283813747,../Result/deepseek_v4_flash_prompt3_pairwise_v7/titanium_deepseek_v4_flash_prompt3_pairwise_v7.csv
deepseek-v4-flash,prompt3_pairwise,titanium,3,451,410.5726,0.9103605321507761,../Result/deepseek_v4_flash_prompt3_pairwise_v7/titanium_deepseek_v4_flash_prompt3_pairwise_v7.csv
deepseek-v4-flash,prompt3_pairwise,titanium,4,451,414.00239999999997,0.9179654101995565,../Result/deepseek_v4_flash_prompt3_pairwise_v7/titanium_deepseek_v4_flash_prompt3_pairwise_v7.csv
deepseek-v4-flash,prompt3_pairwise,titanium,5,451,415.6435,0.9216042128603105,../Result/deepseek_v4_flash_prompt3_pairwise_v7/titanium_deepseek_v4_flash_prompt3_pairwise_v7.csv
deepseek-v4-flash,prompt3_pairwise,usergrid,1,97,86.9286,0.8961711340206185,../Result/deepseek_v4_flash_prompt3_pairwise_v7/usergrid_deepseek_v4_flash_prompt3_pairwise_v7.csv
deepseek-v4-flash,prompt3_pairwise,usergrid,2,97,89.09370000000001,0.9184917525773197,../Result/deepseek_v4_flash_prompt3_pairwise_v7/usergrid_deepseek_v4_flash_prompt3_pairwise_v7.csv
deepseek-v4-flash,prompt3_pairwise,usergrid,3,97,87.9475,0.9066752577319588,../Result/deepseek_v4_flash_prompt3_pairwise_v7/usergrid_deepseek_v4_flash_prompt3_pairwise_v7.csv
deepseek-v4-flash,prompt3_pairwise,usergrid,4,97,89.24510000000001,0.9200525773195877,../Result/deepseek_v4_flash_prompt3_pairwise_v7/usergrid_deepseek_v4_flash_prompt3_pairwise_v7.csv
deepseek-v4-flash,prompt3_pairwise,usergrid,5,97,87.91539999999999,0.9063443298969072,../Result/deepseek_v4_flash_prompt3_pairwise_v7/usergrid_deepseek_v4_flash_prompt3_pairwise_v7.csv
deepseek-v4-flash,prompt4_pairwise_fewshot,appceleratorstudio,1,584,602.4931,1.0316662671232877,../Result/deepseek_v4_flash_prompt4_pairwise_fewshot_v7/appceleratorstudio_deepseek_v4_flash_prompt4_pairwise_fewshot_v7.csv
deepseek-v4-flash,prompt4_pairwise_fewshot,appceleratorstudio,2,584,613.8124,1.0510486301369864,../Result/deepseek_v4_flash_prompt4_pairwise_fewshot_v7/appceleratorstudio_deepseek_v4_flash_prompt4_pairwise_fewshot_v7.csv
deepseek-v4-flash,prompt4_pairwise_fewshot,appceleratorstudio,3,584,614.5929,1.052385102739726,../Result/deepseek_v4_flash_prompt4_pairwise_fewshot_v7/appceleratorstudio_deepseek_v4_flash_prompt4_pairwise_fewshot_v7.csv
deepseek-v4-flash,prompt4_pairwise_fewshot,appceleratorstudio,4,584,604.3989999999999,1.0349297945205478,../Result/deepseek_v4_flash_prompt4_pairwise_fewshot_v7/appceleratorstudio_deepseek_v4_flash_prompt4_pairwise_fewshot_v7.csv
deepseek-v4-flash,prompt4_pairwise_fewshot,appceleratorstudio,5,584,598.0725,1.0240967465753426,../Result/deepseek_v4_flash_prompt4_pairwise_fewshot_v7/appceleratorstudio_deepseek_v4_flash_prompt4_pairwise_fewshot_v7.csv
deepseek-v4-flash,prompt4_pairwise_fewshot,aptanastudio,1,166,166.8995,1.0054186746987952,../Result/deepseek_v4_flash_prompt4_pairwise_fewshot_v7/aptanastudio_deepseek_v4_flash_prompt4_pairwise_fewshot_v7.csv
deepseek-v4-flash,prompt4_pairwise_fewshot,aptanastudio,2,166,166.858,1.0051686746987951,../Result/deepseek_v4_flash_prompt4_pairwise_fewshot_v7/aptanastudio_deepseek_v4_flash_prompt4_pairwise_fewshot_v7.csv
deepseek-v4-flash,prompt4_pairwise_fewshot,aptanastudio,3,166,168.6334,1.0158638554216868,../Result/deepseek_v4_flash_prompt4_pairwise_fewshot_v7/aptanastudio_deepseek_v4_flash_prompt4_pairwise_fewshot_v7.csv
deepseek-v4-flash,prompt4_pairwise_fewshot,aptanastudio,4,166,167.88510000000002,1.0113560240963857,../Result/deepseek_v4_flash_prompt4_pairwise_fewshot_v7/aptanastudio_deepseek_v4_flash_prompt4_pairwise_fewshot_v7.csv
deepseek-v4-flash,prompt4_pairwise_fewshot,aptanastudio,5,166,169.8578,1.0232397590361446,../Result/deepseek_v4_flash_prompt4_pairwise_fewshot_v7/aptanastudio_deepseek_v4_flash_prompt4_pairwise_fewshot_v7.csv
deepseek-v4-flash,prompt4_pairwise_fewshot,bamboo,1,105,94.08449999999999,0.896042857142857,../Result/deepseek_v4_flash_prompt4_pairwise_fewshot_v7/bamboo_deepseek_v4_flash_prompt4_pairwise_fewshot_v7.csv
deepseek-v4-flash,prompt4_pairwise_fewshot,bamboo,2,105,89.92200000000001,0.8564000000000002,../Result/deepseek_v4_flash_prompt4_pairwise_fewshot_v7/bamboo_deepseek_v4_flash_prompt4_pairwise_fewshot_v7.csv
deepseek-v4-flash,prompt4_pairwise_fewshot,bamboo,3,105,92.8001,0.8838104761904761,../Result/deepseek_v4_flash_prompt4_pairwise_fewshot_v7/bamboo_deepseek_v4_flash_prompt4_pairwise_fewshot_v7.csv
deepseek-v4-flash,prompt4_pairwise_fewshot,bamboo,4,105,94.8685,0.9035095238095238,../Result/deepseek_v4_flash_prompt4_pairwise_fewshot_v7/bamboo_deepseek_v4_flash_prompt4_pairwise_fewshot_v7.csv
deepseek-v4-flash,prompt4_pairwise_fewshot,bamboo,5,105,94.5598,0.9005695238095238,../Result/deepseek_v4_flash_prompt4_pairwise_fewshot_v7/bamboo_deepseek_v4_flash_prompt4_pairwise_fewshot_v7.csv
deepseek-v4-flash,prompt4_pairwise_fewshot,clover,1,77,68.93739999999998,0.8952909090909089,../Result/deepseek_v4_flash_prompt4_pairwise_fewshot_v7/clover_deepseek_v4_flash_prompt4_pairwise_fewshot_v7.csv
deepseek-v4-flash,prompt4_pairwise_fewshot,clover,2,77,67.8942,0.8817428571428572,../Result/deepseek_v4_flash_prompt4_pairwise_fewshot_v7/clover_deepseek_v4_flash_prompt4_pairwise_fewshot_v7.csv
deepseek-v4-flash,prompt4_pairwise_fewshot,clover,3,77,66.63320000000002,0.865366233766234,../Result/deepseek_v4_flash_prompt4_pairwise_fewshot_v7/clover_deepseek_v4_flash_prompt4_pairwise_fewshot_v7.csv
deepseek-v4-flash,prompt4_pairwise_fewshot,clover,4,77,71.09429999999999,0.9233025974025972,../Result/deepseek_v4_flash_prompt4_pairwise_fewshot_v7/clover_deepseek_v4_flash_prompt4_pairwise_fewshot_v7.csv
deepseek-v4-flash,prompt4_pairwise_fewshot,clover,5,77,70.9457,0.9213727272727273,../Result/deepseek_v4_flash_prompt4_pairwise_fewshot_v7/clover_deepseek_v4_flash_prompt4_pairwise_fewshot_v7.csv
deepseek-v4-flash,prompt4_pairwise_fewshot,datamanagement,1,934,828.6073,0.8871598501070664,../Result/deepseek_v4_flash_prompt4_pairwise_fewshot_v7/datamanagement_deepseek_v4_flash_prompt4_pairwise_fewshot_v7.csv
deepseek-v4-flash,prompt4_pairwise_fewshot,datamanagement,2,934,799.3555,0.8558410064239829,../Result/deepseek_v4_flash_prompt4_pairwise_fewshot_v7/datamanagement_deepseek_v4_flash_prompt4_pairwise_fewshot_v7.csv
deepseek-v4-flash,prompt4_pairwise_fewshot,datamanagement,3,934,809.9218,0.8671539614561028,../Result/deepseek_v4_flash_prompt4_pairwise_fewshot_v7/datamanagement_deepseek_v4_flash_prompt4_pairwise_fewshot_v7.csv
deepseek-v4-flash,prompt4_pairwise_fewshot,datamanagement,4,934,814.517,0.8720738758029979,../Result/deepseek_v4_flash_prompt4_pairwise_fewshot_v7/datamanagement_deepseek_v4_flash_prompt4_pairwise_fewshot_v7.csv
deepseek-v4-flash,prompt4_pairwise_fewshot,datamanagement,5,934,813.4152,0.8708942184154176,../Result/deepseek_v4_flash_prompt4_pairwise_fewshot_v7/datamanagement_deepseek_v4_flash_prompt4_pairwise_fewshot_v7.csv
deepseek-v4-flash,prompt4_pairwise_fewshot,duracloud,1,134,120.90439999999998,0.9022716417910447,../Result/deepseek_v4_flash_prompt4_pairwise_fewshot_v7/duracloud_deepseek_v4_flash_prompt4_pairwise_fewshot_v7.csv
deepseek-v4-flash,prompt4_pairwise_fewshot,duracloud,2,134,118.0137,0.8806992537313433,../Result/deepseek_v4_flash_prompt4_pairwise_fewshot_v7/duracloud_deepseek_v4_flash_prompt4_pairwise_fewshot_v7.csv
deepseek-v4-flash,prompt4_pairwise_fewshot,duracloud,3,134,119.9627,0.8952440298507462,../Result/deepseek_v4_flash_prompt4_pairwise_fewshot_v7/duracloud_deepseek_v4_flash_prompt4_pairwise_fewshot_v7.csv
deepseek-v4-flash,prompt4_pairwise_fewshot,duracloud,4,134,119.50219999999999,0.8918074626865671,../Result/deepseek_v4_flash_prompt4_pairwise_fewshot_v7/duracloud_deepseek_v4_flash_prompt4_pairwise_fewshot_v7.csv
deepseek-v4-flash,prompt4_pairwise_fewshot,duracloud,5,134,114.3964,0.8537044776119403,../Result/deepseek_v4_flash_prompt4_pairwise_fewshot_v7/duracloud_deepseek_v4_flash_prompt4_pairwise_fewshot_v7.csv
deepseek-v4-flash,prompt4_pairwise_fewshot,jirasoftware_filtered,1,65,58.838100000000004,0.9052015384615385,../Result/deepseek_v4_flash_prompt4_pairwise_fewshot_v7/jirasoftware_filtered_deepseek_v4_flash_prompt4_pairwise_fewshot_v7.csv
deepseek-v4-flash,prompt4_pairwise_fewshot,jirasoftware_filtered,2,65,56.481,0.8689384615384615,../Result/deepseek_v4_flash_prompt4_pairwise_fewshot_v7/jirasoftware_filtered_deepseek_v4_flash_prompt4_pairwise_fewshot_v7.csv
deepseek-v4-flash,prompt4_pairwise_fewshot,jirasoftware_filtered,3,65,55.3753,0.8519276923076924,../Result/deepseek_v4_flash_prompt4_pairwise_fewshot_v7/jirasoftware_filtered_deepseek_v4_flash_prompt4_pairwise_fewshot_v7.csv
deepseek-v4-flash,prompt4_pairwise_fewshot,jirasoftware_filtered,4,65,56.9454,0.876083076923077,../Result/deepseek_v4_flash_prompt4_pairwise_fewshot_v7/jirasoftware_filtered_deepseek_v4_flash_prompt4_pairwise_fewshot_v7.csv
deepseek-v4-flash,prompt4_pairwise_fewshot,jirasoftware_filtered,5,65,57.3592,0.8824492307692308,../Result/deepseek_v4_flash_prompt4_pairwise_fewshot_v7/jirasoftware_filtered_deepseek_v4_flash_prompt4_pairwise_fewshot_v7.csv
deepseek-v4-flash,prompt4_pairwise_fewshot,mesos,1,336,293.7608,0.8742880952380953,../Result/deepseek_v4_flash_prompt4_pairwise_fewshot_v7/mesos_deepseek_v4_flash_prompt4_pairwise_fewshot_v7.csv
deepseek-v4-flash,prompt4_pairwise_fewshot,mesos,2,336,305.04200000000003,0.9078630952380953,../Result/deepseek_v4_flash_prompt4_pairwise_fewshot_v7/mesos_deepseek_v4_flash_prompt4_pairwise_fewshot_v7.csv
deepseek-v4-flash,prompt4_pairwise_fewshot,mesos,3,336,296.3768,0.8820738095238095,../Result/deepseek_v4_flash_prompt4_pairwise_fewshot_v7/mesos_deepseek_v4_flash_prompt4_pairwise_fewshot_v7.csv
deepseek-v4-flash,prompt4_pairwise_fewshot,mesos,4,336,299.2425,0.8906026785714286,../Result/deepseek_v4_flash_prompt4_pairwise_fewshot_v7/mesos_deepseek_v4_flash_prompt4_pairwise_fewshot_v7.csv
deepseek-v4-flash,prompt4_pairwise_fewshot,mesos,5,336,293.8201,0.8744645833333334,../Result/deepseek_v4_flash_prompt4_pairwise_fewshot_v7/mesos_deepseek_v4_flash_prompt4_pairwise_fewshot_v7.csv
deepseek-v4-flash,prompt4_pairwise_fewshot,moodle,1,234,210.0532,0.8976632478632479,../Result/deepseek_v4_flash_prompt4_pairwise_fewshot_v7/moodle_deepseek_v4_flash_prompt4_pairwise_fewshot_v7.csv
deepseek-v4-flash,prompt4_pairwise_fewshot,moodle,2,234,209.7073,0.8961850427350427,../Result/deepseek_v4_flash_prompt4_pairwise_fewshot_v7/moodle_deepseek_v4_flash_prompt4_pairwise_fewshot_v7.csv
deepseek-v4-flash,prompt4_pairwise_fewshot,moodle,3,234,212.4001,0.9076927350427351,../Result/deepseek_v4_flash_prompt4_pairwise_fewshot_v7/moodle_deepseek_v4_flash_prompt4_pairwise_fewshot_v7.csv
deepseek-v4-flash,prompt4_pairwise_fewshot,moodle,4,234,209.8635,0.8968525641025641,../Result/deepseek_v4_flash_prompt4_pairwise_fewshot_v7/moodle_deepseek_v4_flash_prompt4_pairwise_fewshot_v7.csv
deepseek-v4-flash,prompt4_pairwise_fewshot,moodle,5,234,207.91969999999998,0.8885457264957264,../Result/deepseek_v4_flash_prompt4_pairwise_fewshot_v7/moodle_deepseek_v4_flash_prompt4_pairwise_fewshot_v7.csv
deepseek-v4-flash,prompt4_pairwise_fewshot,mule,1,178,166.77949999999998,0.9369634831460674,../Result/deepseek_v4_flash_prompt4_pairwise_fewshot_v7/mule_deepseek_v4_flash_prompt4_pairwise_fewshot_v7.csv
deepseek-v4-flash,prompt4_pairwise_fewshot,mule,2,178,161.6329,0.90805,../Result/deepseek_v4_flash_prompt4_pairwise_fewshot_v7/mule_deepseek_v4_flash_prompt4_pairwise_fewshot_v7.csv
deepseek-v4-flash,prompt4_pairwise_fewshot,mule,3,178,158.07319999999999,0.8880516853932583,../Result/deepseek_v4_flash_prompt4_pairwise_fewshot_v7/mule_deepseek_v4_flash_prompt4_pairwise_fewshot_v7.csv
deepseek-v4-flash,prompt4_pairwise_fewshot,mule,4,178,156.388,0.8785842696629214,../Result/deepseek_v4_flash_prompt4_pairwise_fewshot_v7/mule_deepseek_v4_flash_prompt4_pairwise_fewshot_v7.csv
deepseek-v4-flash,prompt4_pairwise_fewshot,mule,5,178,157.9067,0.8871162921348315,../Result/deepseek_v4_flash_prompt4_pairwise_fewshot_v7/mule_deepseek_v4_flash_prompt4_pairwise_fewshot_v7.csv
deepseek-v4-flash,prompt4_pairwise_fewshot,mulestudio,1,147,126.72529999999999,0.8620768707482993,../Result/deepseek_v4_flash_prompt4_pairwise_fewshot_v7/mulestudio_deepseek_v4_flash_prompt4_pairwise_fewshot_v7.csv
deepseek-v4-flash,prompt4_pairwise_fewshot,mulestudio,2,147,131.15590000000003,0.8922170068027213,../Result/deepseek_v4_flash_prompt4_pairwise_fewshot_v7/mulestudio_deepseek_v4_flash_prompt4_pairwise_fewshot_v7.csv
deepseek-v4-flash,prompt4_pairwise_fewshot,mulestudio,3,147,129.6596,0.8820380952380953,../Result/deepseek_v4_flash_prompt4_pairwise_fewshot_v7/mulestudio_deepseek_v4_flash_prompt4_pairwise_fewshot_v7.csv
deepseek-v4-flash,prompt4_pairwise_fewshot,mulestudio,4,147,127.56299999999999,0.8677755102040815,../Result/deepseek_v4_flash_prompt4_pairwise_fewshot_v7/mulestudio_deepseek_v4_flash_prompt4_pairwise_fewshot_v7.csv
deepseek-v4-flash,prompt4_pairwise_fewshot,mulestudio,5,147,130.06040000000002,0.8847646258503402,../Result/deepseek_v4_flash_prompt4_pairwise_fewshot_v7/mulestudio_deepseek_v4_flash_prompt4_pairwise_fewshot_v7.csv
deepseek-v4-flash,prompt4_pairwise_fewshot,springxd,1,706,625.4667999999999,0.8859303116147308,../Result/deepseek_v4_flash_prompt4_pairwise_fewshot_v7/springxd_deepseek_v4_flash_prompt4_pairwise_fewshot_v7.csv
deepseek-v4-flash,prompt4_pairwise_fewshot,springxd,2,706,626.0385,0.8867400849858357,../Result/deepseek_v4_flash_prompt4_pairwise_fewshot_v7/springxd_deepseek_v4_flash_prompt4_pairwise_fewshot_v7.csv
deepseek-v4-flash,prompt4_pairwise_fewshot,springxd,3,706,626.3838000000001,0.8872291784702551,../Result/deepseek_v4_flash_prompt4_pairwise_fewshot_v7/springxd_deepseek_v4_flash_prompt4_pairwise_fewshot_v7.csv
deepseek-v4-flash,prompt4_pairwise_fewshot,springxd,4,706,643.9741,0.9121446175637394,../Result/deepseek_v4_flash_prompt4_pairwise_fewshot_v7/springxd_deepseek_v4_flash_prompt4_pairwise_fewshot_v7.csv
