issue_key,title,description,true_story_points,predicted_story_points,model_used,response_time,reasoning,retry_count,prediction_error,within_1_point,within_2_points,timestamp
JSW-8974,"Wizard-like Create Board dialog As Patrick, I want to be guided when creating a board so I don t get lost in the process. CoS: - The dialog consists of three parts: -- Board type (Scrum, Kanban) -- Project Filter (create new project, choose existing, specify saved filter) -- leftovers: sample data on off, workflow (JIRA vs GH Simplified) - this dialog replaces the existing ones present in: -- create new scrum board -- create new kanban board -- create new DIY board -- the dialog available from the cog menu (incl Manage Boards) - the DIY option is removed from the Getting Started screen as it is effectively obsolete - if Scrum or Kanban mode is chosen from the Getting Started screen, then the wizard should start at step 2 (i.e. we already know if it s scrum or kanban) - the text inviting you to create new project or choose existing on Getting Started needs rewording so it simply opens the dialog -- remove the two 1 and 2 things and replace with just 1 . - the link to create a sample pro...",,8,1.0,gemini,15.663885831832886,"Based on the analysis framework and estimation guidelines:

1.  **Core functionality:** A new, multi-step wizard for creating boards, consolidating and replacing multiple existing board creation flows. This involves significant UI development and logic for board type selection, project filtering, and other settings (sample data, workflow).
2.  **Components/Systems Modified:**
    *   **New UI:** Develop a complex multi-step wizard component.
    *   **Existing UI (extensive):** Modify/replace at least four existing board creation dialogs/entry points, remove one option, and reword/refactor parts of the ""Getting Started"" screen. This implies touching several areas of the frontend codebase.
    *   **Backend:** Potential interaction with project management APIs for filtering and creating projects, and handling different workflow types (JIRA vs GH Simplified) suggests backend logic might be involved.
3.  **Testing Complexity:** High. Requires thorough testing of the new wizard's logic, all its paths and options, and extensive regression testing to ensure the replacement of existing flows doesn't introduce bugs. All entry points must be tested.
4.  **Integration Challenges:** Significant. The wizard must integrate with existing board creation backend logic. Replacing multiple existing UI components means carefully managing code dependencies and ensuring a smooth transition without breaking existing functionality. The ""JIRA vs GH Simplified"" workflow suggests potentially complex system integrations or business logic.
5.  **Documentation/Deployment:** Standard, but user documentation will likely need updates for the new flow.

This backlog item is more than just adding a new feature; it's a significant overhaul and consolidation of a core user flow. The need to **replace multiple existing dialogs** (four distinct ones, plus another cog menu dialog) and **modify several existing entry points** (Getting Started screen) adds substantial complexity and risk beyond simply building a new UI. It involves identifying, refactoring, and safely removing old code paths while ensuring the new wizard handles all previous use cases. The conditional logic (starting at step 2) and the mention of different workflows contribute to the overall complexity.

Considering the scope, the number of affected components, and the integration and testing effort, this task exceeds the complexity of a ""medium"" (5 points) or even a typical ""complex"" (8 points) task. It falls into the category of ""major feature development"" due to its impact on a critical user journey and the broad changes across the UI.

**Story Points: 13**",,7.0,False,False,2025-09-03T01:49:52.495747
JSW-9132,Update close icon in Detail View to be a font icon,,1,2.0,gemini,10.805166721343994,Story Points: 2,,1.0,True,True,2025-09-03T01:49:52.495748
JSW-9349,"In order to be better aware of the sprint markers migration, as an administrator I want to see a banner when GH 6.3 is installed CoS: Simple text banner communicating that this release contains migration and that administrators need to be aware of what s happening. Link to Upgrade Notes Migration docs Appears on every JIRA page once only Appears for every administrator user. Needs to stack well with other potential banners that JIRA provides. If the user installs GH for the first time and has no boards, or all the boards are already migrated, then we don t want to see this message. (!) Dev Notes (!) Q: Does the banner show up for every user, or just admins? A: ( ) Just system et regular admins Q: Does it show only once, or does it persist? A: ( ) Once Q: Does it still display if GreenHopper is unlicensed? A: ( ) No Q: Does it display even with the redirect to Getting Started? A: ( ) Yes Q: Does it display for anonymous users? A: ( ) No",,2,8.0,gemini,11.207608222961426,Story Points: 8,,6.0,False,False,2025-09-03T01:49:52.495751
JSW-9488,Change visual treatment on issue count in swimlane header to not use AUI badge See attached screenshot. Should be 12px Small text from ADG: https: developer.atlassian.com design typography.html edit: currently there is no filtering treatment,,1,2.0,gemini,8.285871982574463,2,,1.0,True,True,2025-09-03T01:49:52.495752
JSW-9559,"Quick filters should collapse into a ... Show more reveal pattern when they will wrap to more than one line We should use a pattern similar to the Reveal text pattern from the ADG. When there are more Quick Filters than there is horizontal screen space (eg. the screen is not wide enough, and they will wrap), we hide the remaining ones and display a ... Show more link as the last Quick Filter. Clicking ... Show more will reveal the rest of the Quick Filters ... Show more will now change to say Show less instead The default state for all users is the collapsed state Whether the Filters are collapsed or all shown is persistent on a user level Reordering the Quick Filters stays the same as it is today When the header is collapsed (z on the keyboard), the behaviour stays the same.",,3,8.0,gemini,12.866505861282349,Story Points: 8,,5.0,False,False,2025-09-03T01:49:52.495753
JSW-14574,Change activity stream documentation regarding repository commits It is not clear in the documentation for activity stream https: confluence.atlassian.com display JIRA Adding the Activity Stream Gadget which commits from repositories in DVCS accounts are shown. It seems that only ones with smart commits linking to JIRA issues appear in activity stream.,,4,1.0,gemini,5.021259069442749,Story Points: 1,,3.0,False,False,2025-09-03T01:49:52.495754
JSW-14350,As a writer I want to create multiple articles so that they can be published,,3,5.0,gemini,11.364882230758667,Story Points: 5,,2.0,False,True,2025-09-03T01:49:52.495756
JSW-14367,As a reviewer to be able to review articles and add comments,,3,5.0,gemini,8.65208101272583,5,,2.0,False,True,2025-09-03T01:49:52.495757
JSW-14368,As a reviewer I want to have an account so that i can review an article,,4,8.0,gemini,13.38816785812378,"ANALYSIS FRAMEWORK:
*   **What is the core functionality being implemented?** The core functionality involves creating and managing user accounts specifically for ""reviewers."" This includes user registration (creating an account), user authentication (logging in), and user authorization (assigning and checking the ""reviewer"" role to enable article review functionality).
*   **How many different components/systems need to be modified?**
    *   **User Management System:** This will likely involve changes to the database schema (e.g., users table, roles table), new backend API endpoints for registration, login, and possibly profile management. It will also require backend logic for password hashing, session/token management, and role assignment.
    *   **Frontend UI:** Development of registration and login forms/pages, potentially a reviewer dashboard or profile page, and UI logic to integrate with the backend authentication services.
    *   **Authorization System:** Logic to determine if a logged-in user has the ""reviewer"" role and should be allowed to access review features.
    *   **Article Review System:** This existing system (or a new one) will need to integrate with the new user management to restrict article review actions only to authenticated and authorized reviewers.
*   **What is the testing complexity?** High. Requires unit tests for backend logic, integration tests for API endpoints, UI tests for forms, and critical end-to-end tests to ensure a reviewer can register, log in, and successfully access/perform review tasks, while non-reviewers cannot. Security testing for authentication and authorization is paramount.
*   **Are there any integration challenges or dependencies?** Yes, significant. The user account system needs to integrate seamlessly with the article review system to enforce permissions. This involves managing authentication tokens/sessions and passing user identity/roles between the two parts of the application. Dependencies include existing database structures, frontend frameworks, and the current article review workflow.
*   **What is the documentation and deployment effort?** Moderate. API documentation for new endpoints, internal design documentation for the user management and role system, and potentially user-facing documentation for reviewers on how to register/log in. Deployment will involve database migrations, new backend services, and frontend updates.

**Estimation Reasoning:**
This task goes beyond a simple UI change or a minor feature. It involves multiple components across the full stack (database, backend, frontend), critical security considerations (authentication, authorization), and significant integration with another core system (the article review functionality). While it's not a ""major feature development"" or a ""complete module rewrite,"" the need for robust user management, secure authentication, and cross-system integration for authorization places it firmly in the ""complex tasks"" category. It requires careful design, implementation, and extensive testing to ensure security and proper functionality.

Story Points: 8",,4.0,False,False,2025-09-03T01:49:52.495758
JSW-14348,As an Admin I want to be able to assign roles,,4,5.0,gemini,10.75164270401001,Story Points: 5,,1.0,True,True,2025-09-03T01:49:52.495760
JSW-14353,As an Admin I want to create Writer accounts,,4,8.0,gemini,10.581898927688599,Story Points: 8,,4.0,False,False,2025-09-03T01:49:52.495761
JSW-14355,As an Admin I want to create Reviewer accounts,,4,5.0,gemini,8.420487880706787,Story Points: 5,,1.0,True,True,2025-09-03T01:49:52.495762
JSW-14361,As an Admin I want to create MediaManager accounts,,4,5.0,gemini,9.487044095993042,Story Points: 5,,1.0,True,True,2025-09-03T01:49:52.495763
