issuekey_A,issuekey_B,f_A,f_B,P_AB,GT_A,GT_B,GT_AB,status,dataset
XD-1717,DM-4195,5.0,5.0,0.0,5.0,2.0,1.0,tie,springxd
XD-1718,DURACLOUD-578,2.0,3.0,-1.0,3.0,1.0,1.0,valid,springxd
XD-1719,TIMOB-8100,3.0,3.0,0.0,1.0,2.0,-1.0,tie,springxd
XD-1720,TESB-10950,3.0,5.0,-1.0,4.0,3.0,1.0,valid,springxd
XD-1721,TISTUD-2562,2.0,2.0,0.0,2.0,5.0,-1.0,tie,springxd
XD-1722,DM-3363,5.0,5.0,0.0,5.0,4.0,1.0,tie,springxd
XD-1723,CLOV-951,2.0,3.0,-1.0,1.0,2.0,-1.0,valid,springxd
XD-1724,DM-2163,2.0,8.0,-1.0,2.0,8.0,-1.0,valid,springxd
XD-1725,TDQ-10479,5.0,3.0,1.0,1.0,3.0,-1.0,valid,springxd
XD-1726,DURACLOUD-806,1.0,3.0,-1.0,1.0,3.0,-1.0,valid,springxd
XD-1727,DM-4214,3.0,5.0,-1.0,3.0,6.0,-1.0,valid,springxd
XD-1728,DURACLOUD-658,3.0,3.0,0.0,2.0,1.0,1.0,tie,springxd
XD-1729,TISTUD-2245,2.0,3.0,-1.0,4.0,5.0,-1.0,valid,springxd
XD-1730,STUDIO-3035,8.0,13.0,-1.0,2.0,5.0,-1.0,valid,springxd
XD-1731,APSTUD-4223,3.0,3.0,0.0,3.0,2.0,1.0,tie,springxd
XD-1732,DM-503,5.0,13.0,-1.0,1.0,6.0,-1.0,valid,springxd
XD-1733,TDQ-8717,5.0,3.0,1.0,3.0,1.0,1.0,valid,springxd
XD-1734,DM-2150,5.0,3.0,1.0,2.0,6.0,-1.0,valid,springxd
XD-1735,MESOS-2324,5.0,5.0,0.0,5.0,1.0,1.0,tie,springxd
XD-1736,DM-746,5.0,5.0,0.0,8.0,3.0,1.0,tie,springxd
XD-1737,TISTUD-8531,2.0,3.0,-1.0,1.0,3.0,-1.0,valid,springxd
XD-1738,APSTUD-2773,5.0,3.0,1.0,5.0,1.0,1.0,valid,springxd
XD-1739,TISTUD-7123,5.0,1.0,1.0,2.0,8.0,-1.0,valid,springxd
XD-1740,DM-5445,3.0,21.0,-1.0,1.0,100.0,-1.0,valid,springxd
XD-1741,DM-5837,3.0,3.0,0.0,1.0,2.0,-1.0,tie,springxd
XD-1742,TIMOB-18080,5.0,5.0,0.0,1.0,13.0,-1.0,tie,springxd
XD-1743,STUDIO-3333,5.0,5.0,0.0,4.0,2.0,1.0,tie,springxd
XD-1744,MDL-46191,5.0,13.0,-1.0,2.0,100.0,-1.0,valid,springxd
XD-1745,STUDIO-2716,8.0,5.0,1.0,5.0,3.0,1.0,valid,springxd
XD-1746,DURACLOUD-617,13.0,5.0,1.0,8.0,1.0,1.0,valid,springxd
XD-1747,APSTUD-3563,5.0,2.0,1.0,4.0,21.0,-1.0,valid,springxd
XD-1748,TDQ-11644,5.0,5.0,0.0,1.0,5.0,-1.0,tie,springxd
XD-1749,MESOS-5426,3.0,5.0,-1.0,8.0,5.0,1.0,valid,springxd
XD-1750,TISTUD-1003,3.0,2.0,1.0,2.0,13.0,-1.0,valid,springxd
XD-1751,DM-2341,13.0,5.0,1.0,8.0,5.0,1.0,valid,springxd
XD-1752,TIMOB-8653,5.0,21.0,-1.0,4.0,5.0,-1.0,valid,springxd
XD-1753,DM-4842,2.0,3.0,-1.0,3.0,1.0,1.0,valid,springxd
XD-1754,CLOV-1247,5.0,5.0,0.0,4.0,5.0,-1.0,tie,springxd
XD-1755,MULE-8854,3.0,3.0,0.0,2.0,1.0,1.0,tie,springxd
XD-1756,TIMOB-18140,3.0,5.0,-1.0,3.0,8.0,-1.0,valid,springxd
XD-1757,DM-4920,5.0,8.0,-1.0,2.0,4.0,-1.0,valid,springxd
XD-1758,TIMOB-16562,2.0,3.0,-1.0,2.0,8.0,-1.0,valid,springxd
XD-1759,APSTUD-4307,5.0,3.0,1.0,5.0,3.0,1.0,valid,springxd
XD-1760,BAM-5218,13.0,5.0,1.0,8.0,3.0,1.0,valid,springxd
XD-1761,APSTUD-2854,8.0,5.0,1.0,4.0,1.0,1.0,valid,springxd
XD-1762,TISTUD-7234,5.0,2.0,1.0,2.0,8.0,-1.0,valid,springxd
XD-1763,MESOS-3043,3.0,3.0,0.0,2.0,3.0,-1.0,tie,springxd
XD-1764,TESB-839,3.0,5.0,-1.0,2.0,1.0,1.0,valid,springxd
XD-1765,MESOS-3281,1.0,2.0,-1.0,1.0,3.0,-1.0,valid,springxd
XD-1766,APSTUD-8217,2.0,5.0,-1.0,2.0,5.0,-1.0,valid,springxd
XD-1767,DM-5508,3.0,13.0,-1.0,3.0,22.0,-1.0,valid,springxd
XD-1768,TIMOB-19051,3.0,3.0,0.0,3.0,8.0,-1.0,tie,springxd
XD-1769,TISTUD-6504,5.0,5.0,0.0,3.0,5.0,-1.0,tie,springxd
XD-1770,DM-5012,3.0,3.0,0.0,1.0,10.0,-1.0,tie,springxd
XD-1771,MDL-52690,3.0,5.0,-1.0,5.0,1.0,1.0,valid,springxd
XD-1772,TISTUD-1615,5.0,5.0,0.0,4.0,13.0,-1.0,tie,springxd
XD-1773,DM-6853,5.0,3.0,1.0,1.0,2.0,-1.0,valid,springxd
XD-1774,MDL-47353,3.0,5.0,-1.0,3.0,8.0,-1.0,valid,springxd
XD-1775,MULE-6566,3.0,13.0,-1.0,8.0,5.0,1.0,valid,springxd
XD-1776,MDL-37243,5.0,5.0,0.0,16.0,40.0,-1.0,tie,springxd
XD-1777,TISTUD-3109,21.0,1.0,1.0,20.0,3.0,1.0,valid,springxd
XD-1778,TIMOB-23154,3.0,3.0,0.0,2.0,5.0,-1.0,tie,springxd
XD-1779,USERGRID-577,5.0,3.0,1.0,10.0,3.0,1.0,valid,springxd
XD-1780,TISTUD-6550,3.0,8.0,-1.0,10.0,5.0,1.0,valid,springxd
XD-1781,STUDIO-3880,3.0,2.0,1.0,10.0,2.0,1.0,valid,springxd
XD-1782,TISTUD-421,5.0,2.0,1.0,2.0,1.0,1.0,valid,springxd
XD-1783,MESOS-5065,5.0,5.0,0.0,2.0,3.0,-1.0,tie,springxd
XD-1784,TISTUD-1476,5.0,3.0,1.0,5.0,3.0,1.0,valid,springxd
XD-1785,APSTUD-4746,5.0,5.0,0.0,3.0,13.0,-1.0,tie,springxd
XD-1786,BAM-7442,5.0,5.0,0.0,5.0,1.0,1.0,tie,springxd
XD-1787,MDL-47294,5.0,2.0,1.0,3.0,5.0,-1.0,valid,springxd
XD-1788,CLOV-1424,5.0,2.0,1.0,4.0,1.0,1.0,valid,springxd
XD-1789,BAM-6832,3.0,2.0,1.0,5.0,2.0,1.0,valid,springxd
XD-1790,DURACLOUD-728,8.0,3.0,1.0,5.0,1.0,1.0,valid,springxd
XD-1791,MESOS-4558,3.0,5.0,-1.0,5.0,2.0,1.0,valid,springxd
XD-1792,DM-6544,5.0,3.0,1.0,1.0,3.0,-1.0,valid,springxd
XD-1793,DM-4460,8.0,3.0,1.0,10.0,2.0,1.0,valid,springxd
XD-1794,DM-870,3.0,5.0,-1.0,5.0,3.0,1.0,valid,springxd
XD-1795,TISTUD-7595,8.0,5.0,1.0,8.0,3.0,1.0,valid,springxd
XD-1796,TDQ-6837,5.0,3.0,1.0,15.0,2.0,1.0,valid,springxd
XD-1797,MESOS-5765,5.0,2.0,1.0,5.0,2.0,1.0,valid,springxd
XD-1798,DM-5106,2.0,3.0,-1.0,8.0,2.0,1.0,valid,springxd
XD-1799,TISTUD-1681,8.0,3.0,1.0,2.0,8.0,-1.0,valid,springxd
XD-1801,MESOS-2579,2.0,1.0,1.0,2.0,1.0,1.0,valid,springxd
XD-1802,TIMOB-19809,2.0,8.0,-1.0,1.0,8.0,-1.0,valid,springxd
XD-1803,MESOS-786,3.0,3.0,0.0,2.0,3.0,-1.0,tie,springxd
XD-1804,TISTUD-3323,1.0,2.0,-1.0,5.0,3.0,1.0,valid,springxd
XD-1805,MESOS-1705,13.0,5.0,1.0,8.0,2.0,1.0,valid,springxd
XD-1806,JSW-7585,1.0,3.0,-1.0,5.0,1.0,1.0,valid,springxd
XD-1807,STUDIO-5132,5.0,5.0,0.0,3.0,13.0,-1.0,tie,springxd
XD-1808,STUDIO-4050,3.0,5.0,-1.0,4.0,8.0,-1.0,valid,springxd
XD-1809,DM-3126,5.0,1.0,1.0,3.0,2.0,1.0,valid,springxd
XD-1810,TDQ-4884,5.0,3.0,1.0,5.0,13.0,-1.0,valid,springxd
XD-1811,APSTUD-4469,3.0,5.0,-1.0,1.0,8.0,-1.0,valid,springxd
XD-1812,TIMOB-18671,5.0,3.0,1.0,2.0,1.0,1.0,valid,springxd
XD-1813,TIMOB-14836,5.0,3.0,1.0,1.0,5.0,-1.0,valid,springxd
XD-1814,DM-2703,5.0,5.0,0.0,8.0,6.0,1.0,tie,springxd
XD-1815,TISTUD-7306,5.0,3.0,1.0,4.0,5.0,-1.0,valid,springxd
XD-1816,TIMOB-12225,3.0,8.0,-1.0,3.0,17.0,-1.0,valid,springxd
XD-1817,TDQ-6290,5.0,5.0,0.0,5.0,3.0,1.0,tie,springxd
XD-1818,TISTUD-2853,5.0,3.0,1.0,8.0,5.0,1.0,valid,springxd
XD-1819,TIMOB-18550,3.0,5.0,-1.0,2.0,13.0,-1.0,valid,springxd
XD-1822,TIMOB-19435,5.0,5.0,0.0,5.0,3.0,1.0,tie,springxd
XD-1823,APSTUD-4445,5.0,5.0,0.0,8.0,13.0,-1.0,tie,springxd
XD-1824,DM-3794,5.0,2.0,1.0,1.0,2.0,-1.0,valid,springxd
XD-1825,MDL-40051,1.0,5.0,-1.0,5.0,20.0,-1.0,valid,springxd
XD-1826,TDQ-4748,5.0,3.0,1.0,6.0,5.0,1.0,valid,springxd
XD-1827,TISTUD-28,5.0,8.0,-1.0,2.0,1.0,1.0,valid,springxd
XD-1828,TIMOB-18309,3.0,3.0,0.0,4.0,5.0,-1.0,tie,springxd
XD-1829,TISTUD-6397,8.0,3.0,1.0,8.0,5.0,1.0,valid,springxd
XD-1830,TIMOB-18552,5.0,3.0,1.0,6.0,5.0,1.0,valid,springxd
XD-1831,TISTUD-6101,8.0,3.0,1.0,2.0,3.0,-1.0,valid,springxd
XD-1833,TISTUD-5759,2.0,3.0,-1.0,1.0,5.0,-1.0,valid,springxd
XD-1834,DM-6548,5.0,2.0,1.0,2.0,1.0,1.0,valid,springxd
XD-1835,TISTUD-7689,3.0,3.0,0.0,2.0,3.0,-1.0,tie,springxd
XD-1836,DM-5385,3.0,5.0,-1.0,6.0,1.0,1.0,valid,springxd
XD-1837,MESOS-4687,2.0,8.0,-1.0,1.0,5.0,-1.0,valid,springxd
XD-1838,TIMOB-8824,3.0,3.0,0.0,3.0,15.0,-1.0,tie,springxd
XD-1839,TESB-10601,5.0,13.0,-1.0,8.0,5.0,1.0,valid,springxd
XD-1840,DM-330,8.0,3.0,1.0,8.0,1.0,1.0,valid,springxd
XD-1841,DM-781,5.0,3.0,1.0,5.0,2.0,1.0,valid,springxd
XD-1842,DURACLOUD-794,5.0,3.0,1.0,2.0,1.0,1.0,valid,springxd
XD-1843,MESOS-3237,3.0,8.0,-1.0,6.0,2.0,1.0,valid,springxd
XD-1844,MDL-24343,8.0,2.0,1.0,4.0,3.0,1.0,valid,springxd
XD-1845,MESOS-5124,5.0,3.0,1.0,10.0,3.0,1.0,valid,springxd
XD-1846,TISTUD-6125,5.0,3.0,1.0,3.0,8.0,-1.0,valid,springxd
XD-1847,MULE-7544,5.0,1.0,1.0,3.0,1.0,1.0,valid,springxd
XD-1848,DM-3821,5.0,3.0,1.0,5.0,1.0,1.0,valid,springxd
XD-1849,MESOS-4970,5.0,3.0,1.0,4.0,1.0,1.0,valid,springxd
XD-1850,DURACLOUD-469,5.0,3.0,1.0,3.0,1.0,1.0,valid,springxd
XD-1851,DM-5358,5.0,5.0,0.0,5.0,3.0,1.0,tie,springxd
XD-1852,STUDIO-3126,5.0,2.0,1.0,8.0,3.0,1.0,valid,springxd
XD-1853,TDQ-10458,3.0,3.0,0.0,3.0,5.0,-1.0,tie,springxd
XD-1854,TIMOB-19704,5.0,5.0,0.0,5.0,8.0,-1.0,tie,springxd
XD-1855,DM-4836,3.0,5.0,-1.0,1.0,6.0,-1.0,valid,springxd
XD-1856,DM-3456,3.0,5.0,-1.0,5.0,2.0,1.0,valid,springxd
XD-1857,MDL-44831,3.0,5.0,-1.0,3.0,8.0,-1.0,valid,springxd
XD-1858,STUDIO-4217,3.0,8.0,-1.0,3.0,8.0,-1.0,valid,springxd
XD-1859,TISTUD-3071,5.0,3.0,1.0,4.0,13.0,-1.0,valid,springxd
XD-1861,TIMOB-19057,5.0,5.0,0.0,3.0,5.0,-1.0,tie,springxd
XD-1862,TIMOB-18535,3.0,3.0,0.0,2.0,8.0,-1.0,tie,springxd
XD-1863,DM-5154,8.0,3.0,1.0,5.0,16.0,-1.0,valid,springxd
XD-1864,TDQ-5259,5.0,5.0,0.0,5.0,13.0,-1.0,tie,springxd
XD-1865,TISTUD-1348,5.0,3.0,1.0,3.0,5.0,-1.0,valid,springxd
XD-1866,APSTUD-4728,3.0,5.0,-1.0,1.0,13.0,-1.0,valid,springxd
XD-1867,USERGRID-831,5.0,1.0,1.0,6.0,3.0,1.0,valid,springxd
XD-1868,TIMOB-19039,8.0,3.0,1.0,6.0,5.0,1.0,valid,springxd
XD-1869,TISTUD-1308,5.0,8.0,-1.0,1.0,20.0,-1.0,valid,springxd
XD-1870,DM-6240,5.0,8.0,-1.0,5.0,10.0,-1.0,valid,springxd
XD-1871,DM-3785,2.0,34.0,-1.0,1.0,30.0,-1.0,valid,springxd
XD-1872,TISTUD-383,3.0,3.0,0.0,1.0,8.0,-1.0,tie,springxd
XD-1873,BAM-11609,3.0,2.0,1.0,4.0,2.0,1.0,valid,springxd
XD-1874,TDQ-11650,2.0,5.0,-1.0,4.0,2.0,1.0,valid,springxd
XD-1876,TIMOB-17531,3.0,5.0,-1.0,2.0,5.0,-1.0,valid,springxd
XD-1877,TESB-13050,13.0,3.0,1.0,5.0,2.0,1.0,valid,springxd
XD-1878,TDQ-9605,3.0,5.0,-1.0,2.0,20.0,-1.0,valid,springxd
XD-1879,USERGRID-612,3.0,5.0,-1.0,2.0,3.0,-1.0,valid,springxd
XD-1880,DM-4482,8.0,8.0,0.0,3.0,10.0,-1.0,tie,springxd
XD-1881,MESOS-5563,2.0,5.0,-1.0,3.0,1.0,1.0,valid,springxd
XD-1882,TIMOB-19456,8.0,2.0,1.0,16.0,5.0,1.0,valid,springxd
XD-1883,MESOS-2913,3.0,5.0,-1.0,5.0,8.0,-1.0,valid,springxd
XD-1884,TIMOB-19894,5.0,3.0,1.0,2.0,8.0,-1.0,valid,springxd
XD-1885,DM-4453,5.0,3.0,1.0,3.0,4.0,-1.0,valid,springxd
XD-1886,TDQ-10641,3.0,3.0,0.0,1.0,13.0,-1.0,tie,springxd
XD-1887,MDL-43197,5.0,8.0,-1.0,8.0,20.0,-1.0,valid,springxd
XD-1888,TISTUD-5710,3.0,1.0,1.0,1.0,5.0,-1.0,valid,springxd
XD-1889,MESOS-3083,5.0,5.0,0.0,4.0,5.0,-1.0,tie,springxd
XD-1890,MESOS-4937,13.0,5.0,1.0,8.0,5.0,1.0,valid,springxd
XD-1891,STUDIO-5999,3.0,3.0,0.0,1.0,8.0,-1.0,tie,springxd
XD-1892,MULE-6604,3.0,3.0,0.0,2.0,1.0,1.0,tie,springxd
XD-1893,DM-5116,2.0,5.0,-1.0,1.0,26.0,-1.0,valid,springxd
XD-1894,TIMOB-20204,3.0,5.0,-1.0,4.0,5.0,-1.0,valid,springxd
XD-1895,DURACLOUD-570,3.0,3.0,0.0,4.0,2.0,1.0,tie,springxd
XD-1896,MDL-34055,2.0,8.0,-1.0,3.0,8.0,-1.0,valid,springxd
XD-1897,DM-2872,8.0,3.0,1.0,3.0,1.0,1.0,valid,springxd
XD-1898,DM-3663,3.0,5.0,-1.0,1.0,4.0,-1.0,valid,springxd
XD-1899,BAM-7218,1.0,2.0,-1.0,2.0,1.0,1.0,valid,springxd
XD-1900,DM-813,5.0,3.0,1.0,4.0,1.0,1.0,valid,springxd
XD-1901,MULE-7970,3.0,3.0,0.0,2.0,5.0,-1.0,tie,springxd
XD-1902,TISTUD-1036,5.0,5.0,0.0,3.0,8.0,-1.0,tie,springxd
XD-1903,TDQ-2350,5.0,3.0,1.0,4.0,3.0,1.0,valid,springxd
XD-1904,DM-4848,5.0,8.0,-1.0,4.0,5.0,-1.0,valid,springxd
XD-1905,DM-1677,2.0,5.0,-1.0,1.0,10.0,-1.0,valid,springxd
XD-1906,TISTUD-64,8.0,5.0,1.0,3.0,1.0,1.0,valid,springxd
XD-1907,TISTUD-6410,3.0,2.0,1.0,3.0,5.0,-1.0,valid,springxd
XD-1908,APSTUD-4733,3.0,5.0,-1.0,1.0,8.0,-1.0,valid,springxd
XD-1909,APSTUD-3838,2.0,3.0,-1.0,2.0,1.0,1.0,valid,springxd
XD-1910,BAM-7599,3.0,5.0,-1.0,1.0,3.0,-1.0,valid,springxd
XD-1912,STUDIO-2686,8.0,5.0,1.0,3.0,8.0,-1.0,valid,springxd
XD-1913,DM-6676,5.0,5.0,0.0,4.0,2.0,1.0,tie,springxd
XD-1914,TDQ-4967,5.0,5.0,0.0,4.0,13.0,-1.0,tie,springxd
XD-1915,TDQ-5771,3.0,3.0,0.0,3.0,5.0,-1.0,tie,springxd
XD-1917,DURACLOUD-676,2.0,13.0,-1.0,1.0,2.0,-1.0,valid,springxd
XD-1918,TIMOB-19477,2.0,5.0,-1.0,1.0,8.0,-1.0,valid,springxd
XD-1919,MESOS-1571,5.0,2.0,1.0,3.0,2.0,1.0,valid,springxd
XD-1920,TIMOB-18543,3.0,5.0,-1.0,1.0,5.0,-1.0,valid,springxd
XD-1921,MESOS-2993,2.0,2.0,0.0,2.0,3.0,-1.0,tie,springxd
XD-1922,BAM-11604,5.0,3.0,1.0,8.0,3.0,1.0,valid,springxd
XD-1923,TIMOB-17987,3.0,2.0,1.0,8.0,3.0,1.0,valid,springxd
XD-1924,TISTUD-5698,3.0,2.0,1.0,1.0,3.0,-1.0,valid,springxd
XD-1925,DM-2251,1.0,8.0,-1.0,1.0,2.0,-1.0,valid,springxd
XD-1926,DM-5641,5.0,5.0,0.0,5.0,1.0,1.0,tie,springxd
XD-1927,TISTUD-5774,3.0,5.0,-1.0,2.0,8.0,-1.0,valid,springxd
XD-1928,TISTUD-6890,8.0,8.0,0.0,7.0,5.0,1.0,tie,springxd
XD-1929,MDL-44161,3.0,3.0,0.0,4.0,8.0,-1.0,tie,springxd
XD-1930,DM-5586,1.0,3.0,-1.0,1.0,3.0,-1.0,valid,springxd
XD-1931,DM-1948,3.0,5.0,-1.0,1.0,32.0,-1.0,valid,springxd
XD-1932,TISTUD-4201,8.0,3.0,1.0,4.0,5.0,-1.0,valid,springxd
XD-1933,TIMOB-10778,5.0,5.0,0.0,4.0,2.0,1.0,tie,springxd
XD-1934,APSTUD-4844,3.0,3.0,0.0,1.0,13.0,-1.0,tie,springxd
XD-1935,TISTUD-1488,5.0,2.0,1.0,4.0,5.0,-1.0,valid,springxd
XD-1936,TISTUD-2017,3.0,3.0,0.0,3.0,5.0,-1.0,tie,springxd
XD-1937,MDL-44806,1.0,3.0,-1.0,4.0,5.0,-1.0,valid,springxd
XD-1938,DM-3491,5.0,3.0,1.0,2.0,1.0,1.0,valid,springxd
XD-1939,DM-1315,3.0,3.0,0.0,1.0,4.0,-1.0,tie,springxd
XD-1940,DM-272,3.0,5.0,-1.0,3.0,2.0,1.0,valid,springxd
XD-1941,MULE-7394,2.0,5.0,-1.0,3.0,1.0,1.0,valid,springxd
XD-1942,TIMOB-23383,2.0,3.0,-1.0,3.0,5.0,-1.0,valid,springxd
XD-1943,STUDIO-5328,5.0,8.0,-1.0,1.0,5.0,-1.0,valid,springxd
XD-1944,DURACLOUD-102,8.0,5.0,1.0,3.0,2.0,1.0,valid,springxd
XD-1945,TDQ-5046,3.0,3.0,0.0,3.0,5.0,-1.0,tie,springxd
XD-1946,TIMOB-23427,3.0,5.0,-1.0,3.0,5.0,-1.0,valid,springxd
XD-1947,TIMOB-18031,3.0,5.0,-1.0,3.0,6.0,-1.0,valid,springxd
XD-1948,TISTUD-2568,1.0,5.0,-1.0,1.0,8.0,-1.0,valid,springxd
XD-1949,TIMOB-9202,5.0,5.0,0.0,2.0,15.0,-1.0,tie,springxd
XD-1950,TISTUD-1527,3.0,2.0,1.0,1.0,8.0,-1.0,valid,springxd
XD-1951,TDQ-9942,3.0,2.0,1.0,1.0,8.0,-1.0,valid,springxd
XD-1952,TISTUD-820,3.0,2.0,1.0,2.0,8.0,-1.0,valid,springxd
XD-1953,MDL-42890,3.0,3.0,0.0,2.0,13.0,-1.0,tie,springxd
XD-1954,MDL-37812,3.0,8.0,-1.0,3.0,40.0,-1.0,valid,springxd
XD-1955,TISTUD-7569,1.0,2.0,-1.0,1.0,3.0,-1.0,valid,springxd
XD-1956,TIMOB-19809,3.0,8.0,-1.0,3.0,8.0,-1.0,valid,springxd
XD-1957,APSTUD-4886,1.0,3.0,-1.0,1.0,13.0,-1.0,valid,springxd
XD-1958,MDL-43863,8.0,3.0,1.0,5.0,20.0,-1.0,valid,springxd
XD-1959,TISTUD-2898,8.0,5.0,1.0,1.0,5.0,-1.0,valid,springxd
XD-1960,TISTUD-6308,8.0,3.0,1.0,2.0,5.0,-1.0,valid,springxd
XD-1961,DM-6828,3.0,8.0,-1.0,3.0,6.0,-1.0,valid,springxd
XD-1962,DM-1089,3.0,5.0,-1.0,3.0,6.0,-1.0,valid,springxd
XD-1963,MESOS-1811,3.0,3.0,0.0,1.0,3.0,-1.0,tie,springxd
XD-1964,TIMOB-19739,2.0,3.0,-1.0,2.0,3.0,-1.0,valid,springxd
XD-1965,DM-2821,3.0,8.0,-1.0,3.0,20.0,-1.0,valid,springxd
XD-1967,TISTUD-216,5.0,3.0,1.0,5.0,1.0,1.0,valid,springxd
XD-1968,MDL-54988,3.0,3.0,0.0,3.0,1.0,1.0,tie,springxd
XD-1969,TDQ-5123,5.0,3.0,1.0,5.0,8.0,-1.0,valid,springxd
XD-1971,USERGRID-693,3.0,3.0,0.0,4.0,2.0,1.0,tie,springxd
XD-1972,DM-2804,8.0,5.0,1.0,3.0,8.0,-1.0,valid,springxd
XD-1973,MULE-8326,2.0,5.0,-1.0,2.0,8.0,-1.0,valid,springxd
XD-1974,DM-4912,1.0,0.0,1.0,3.0,1.0,1.0,valid,springxd
XD-1975,TIMOB-23533,3.0,3.0,0.0,3.0,8.0,-1.0,tie,springxd
XD-1976,DM-5115,5.0,3.0,1.0,5.0,100.0,-1.0,valid,springxd
XD-1977,TIMOB-19894,3.0,3.0,0.0,4.0,8.0,-1.0,tie,springxd
XD-1978,DM-4212,5.0,8.0,-1.0,3.0,6.0,-1.0,valid,springxd
XD-1979,DM-6999,1.0,5.0,-1.0,2.0,8.0,-1.0,valid,springxd
XD-1980,MULE-7571,2.0,5.0,-1.0,1.0,3.0,-1.0,valid,springxd
XD-1981,TISTUD-7338,3.0,3.0,0.0,2.0,5.0,-1.0,tie,springxd
XD-1982,STUDIO-5132,5.0,5.0,0.0,7.0,13.0,-1.0,tie,springxd
XD-1983,TISTUD-479,5.0,3.0,1.0,3.0,1.0,1.0,valid,springxd
XD-1984,MDL-39782,5.0,2.0,1.0,8.0,5.0,1.0,valid,springxd
XD-1985,DM-4835,5.0,5.0,0.0,5.0,2.0,1.0,tie,springxd
XD-1986,MESOS-1010,3.0,5.0,-1.0,1.0,3.0,-1.0,valid,springxd
XD-1987,MDL-42289,3.0,5.0,-1.0,3.0,41.0,-1.0,valid,springxd
XD-1988,DM-4303,3.0,2.0,1.0,5.0,3.0,1.0,valid,springxd
XD-1989,TDQ-12087,2.0,5.0,-1.0,5.0,1.0,1.0,valid,springxd
XD-1990,DM-1286,1.0,13.0,-1.0,1.0,6.0,-1.0,valid,springxd
XD-1991,DM-6136,3.0,3.0,0.0,4.0,6.0,-1.0,tie,springxd
XD-1992,DM-3837,5.0,13.0,-1.0,2.0,11.0,-1.0,valid,springxd
XD-1993,DURACLOUD-513,3.0,5.0,-1.0,2.0,3.0,-1.0,valid,springxd
XD-1994,TISTUD-3262,3.0,3.0,0.0,4.0,8.0,-1.0,tie,springxd
XD-1995,TDQ-10547,3.0,3.0,0.0,4.0,1.0,1.0,tie,springxd
XD-1996,MESOS-3449,5.0,8.0,-1.0,3.0,5.0,-1.0,valid,springxd
XD-1997,TDQ-7840,5.0,1.0,1.0,2.0,3.0,-1.0,valid,springxd
XD-1998,DM-4262,2.0,5.0,-1.0,1.0,2.0,-1.0,valid,springxd
XD-1999,DM-6845,1.0,5.0,-1.0,1.0,2.0,-1.0,valid,springxd
XD-2000,TESB-5162,3.0,2.0,1.0,3.0,1.0,1.0,valid,springxd
XD-2001,MULE-7044,3.0,3.0,0.0,4.0,3.0,1.0,tie,springxd
XD-2002,TISTUD-3035,2.0,2.0,0.0,1.0,3.0,-1.0,tie,springxd
XD-2003,MDL-44754,3.0,2.0,1.0,5.0,3.0,1.0,valid,springxd
XD-2004,TIMOB-17411,5.0,5.0,0.0,12.0,3.0,1.0,tie,springxd
XD-2005,STUDIO-3165,5.0,5.0,0.0,3.0,5.0,-1.0,tie,springxd
XD-2006,STUDIO-5755,2.0,2.0,0.0,2.0,8.0,-1.0,tie,springxd
XD-2007,TESB-10648,3.0,5.0,-1.0,4.0,5.0,-1.0,valid,springxd
XD-2008,TESB-10686,5.0,5.0,0.0,3.0,1.0,1.0,tie,springxd
XD-2009,MULE-9083,2.0,8.0,-1.0,1.0,13.0,-1.0,valid,springxd
XD-2010,DM-5719,1.0,8.0,-1.0,2.0,12.0,-1.0,valid,springxd
XD-2011,TESB-6781,5.0,5.0,0.0,3.0,1.0,1.0,tie,springxd
XD-2012,APSTUD-4644,3.0,8.0,-1.0,1.0,13.0,-1.0,valid,springxd
XD-2013,DM-595,3.0,8.0,-1.0,3.0,6.0,-1.0,valid,springxd
XD-2014,MDL-41071,3.0,3.0,0.0,2.0,8.0,-1.0,tie,springxd
XD-2015,BAM-11096,3.0,8.0,-1.0,2.0,3.0,-1.0,valid,springxd
XD-2016,APSTUD-4373,3.0,3.0,0.0,2.0,13.0,-1.0,tie,springxd
XD-2017,DM-6859,3.0,2.0,1.0,2.0,5.0,-1.0,valid,springxd
XD-2018,DM-6018,2.0,1.0,1.0,3.0,4.0,-1.0,valid,springxd
XD-2019,TDQ-10840,8.0,3.0,1.0,4.0,1.0,1.0,valid,springxd
XD-2020,TDQ-5437,2.0,3.0,-1.0,4.0,5.0,-1.0,valid,springxd
XD-2021,USERGRID-1075,2.0,5.0,-1.0,1.0,5.0,-1.0,valid,springxd
XD-2022,TDQ-11755,3.0,3.0,0.0,24.0,2.0,1.0,tie,springxd
XD-2023,DM-6227,3.0,13.0,-1.0,1.0,20.0,-1.0,valid,springxd
XD-2024,STUDIO-3053,3.0,2.0,1.0,2.0,5.0,-1.0,valid,springxd
XD-2025,MDL-52861,5.0,2.0,1.0,3.0,1.0,1.0,valid,springxd
XD-2026,DM-3761,5.0,5.0,0.0,5.0,6.0,-1.0,tie,springxd
XD-2027,MESOS-2688,2.0,5.0,-1.0,2.0,3.0,-1.0,valid,springxd
XD-2028,USERGRID-1093,2.0,5.0,-1.0,2.0,3.0,-1.0,valid,springxd
XD-2029,MESOS-3066,2.0,5.0,-1.0,1.0,3.0,-1.0,valid,springxd
XD-2030,TISTUD-1856,2.0,3.0,-1.0,1.0,8.0,-1.0,valid,springxd
